school,sex,age,address,famsize,Pstatus,Medu,Fedu,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,parent_is_teacher,alc_consumption
GP,F,16,R,GT3,T,2,2,mother,2,4,0,0,1,1,1,0,1,1,0,5,3,5,5,6,10,10,11,0,1.0
GP,F,17,U,GT3,T,3,4,mother,1,3,1,0,1,1,0,1,1,1,1,4,4,3,5,28,10,9,9,0,3.2857142857142856
GP,F,16,U,GT3,A,3,1,mother,1,2,3,0,1,1,0,1,1,1,0,2,3,3,4,5,7,7,7,0,2.0
GP,F,16,U,GT3,T,4,3,mother,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,10,11,12,13,1,1.0
GP,F,16,U,GT3,T,1,1,mother,2,1,0,0,1,1,0,1,1,0,0,4,3,2,5,6,9,9,10,0,1.8571428571428572
GP,F,17,R,GT3,T,4,3,mother,2,3,0,0,1,1,1,1,1,1,1,4,4,2,4,6,7,7,7,1,1.0
GP,F,19,U,GT3,T,3,3,other,1,4,0,0,1,1,1,1,1,1,0,4,3,3,3,10,8,8,8,0,1.2857142857142858
GP,M,17,U,LE3,T,4,4,mother,1,2,0,0,1,1,0,1,1,1,1,5,3,5,3,13,12,12,13,0,4.285714285714286
GP,F,16,U,GT3,A,2,2,mother,1,2,0,1,1,1,0,1,1,1,0,3,3,4,4,0,12,13,14,0,1.0
GP,M,18,U,GT3,T,2,2,mother,1,2,1,0,1,1,1,1,1,1,0,4,4,4,5,15,6,7,8,0,2.5714285714285716
GP,F,17,R,LE3,T,4,4,mother,1,1,0,0,1,1,0,1,1,0,0,5,2,1,3,12,8,10,10,0,1.2857142857142858
GP,F,17,U,LE3,T,3,2,mother,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,2,14,15,15,0,1.5714285714285714
GP,F,17,U,GT3,T,4,3,mother,1,2,2,0,0,1,0,1,1,1,1,3,4,5,1,22,6,6,4,0,2.5714285714285716
GP,M,18,U,LE3,T,3,3,father,1,2,1,0,1,1,0,1,1,1,0,3,2,4,4,13,6,6,8,0,2.5714285714285716
GP,F,17,U,GT3,T,2,3,father,2,1,0,0,1,1,0,1,1,0,0,3,3,3,3,3,7,7,8,0,1.8571428571428572
GP,F,17,U,GT3,T,2,2,mother,1,3,0,0,1,1,1,1,1,1,0,4,3,3,4,4,9,10,10,0,1.0
GP,F,17,R,GT3,T,2,1,mother,2,2,0,0,1,0,1,1,1,1,0,4,2,5,5,2,6,6,6,0,1.2857142857142858
GP,F,17,U,GT3,T,1,1,mother,1,3,1,0,1,0,1,1,1,0,1,4,3,4,5,0,6,5,0,0,1.0
GP,F,16,U,GT3,T,2,3,mother,1,2,0,1,0,0,0,1,1,1,0,2,3,1,3,2,16,16,17,1,1.0
GP,M,18,U,GT3,T,2,2,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,4,0,12,13,13,0,5.0
GP,F,16,U,GT3,T,4,4,mother,1,3,0,0,1,0,1,0,1,1,0,5,3,2,5,0,13,13,14,1,1.0
GP,F,18,R,GT3,T,3,1,mother,1,2,1,0,0,0,1,1,1,1,1,5,3,3,4,16,9,8,7,0,1.0
GP,F,17,U,GT3,T,3,2,mother,1,2,0,0,0,0,1,0,1,1,0,5,3,4,3,10,16,15,15,0,1.5714285714285714
GP,M,17,U,LE3,T,2,3,father,1,2,0,0,1,1,0,0,1,1,0,5,3,3,3,2,12,11,12,0,1.5714285714285714
GP,M,18,U,LE3,T,2,1,mother,4,2,0,1,1,1,1,1,1,1,1,4,3,2,3,14,10,8,9,0,4.285714285714286
GP,F,17,U,GT3,A,2,1,mother,2,3,0,0,0,0,1,1,1,1,1,3,2,3,3,10,12,10,12,0,1.2857142857142858
GP,F,17,U,LE3,T,4,3,father,1,2,0,0,0,0,1,1,1,1,1,3,2,3,3,14,13,13,14,0,1.2857142857142858
GP,M,17,R,GT3,T,2,2,father,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,4,11,11,11,0,1.0
GP,M,17,U,GT3,T,4,4,mother,1,2,0,1,1,0,1,1,1,1,1,4,5,5,2,14,11,9,9,1,1.5714285714285714
GP,M,16,U,GT3,T,4,4,father,1,2,0,0,1,1,1,1,1,1,0,4,2,4,1,2,14,13,13,0,2.5714285714285716
GP,M,16,U,LE3,T,1,1,mother,2,2,0,0,1,1,0,1,1,1,0,3,4,2,5,18,9,7,6,0,1.0
GP,M,16,U,GT3,T,3,2,mother,2,3,0,0,0,0,1,1,1,1,1,5,3,3,2,10,11,9,10,0,1.5714285714285714
GP,M,17,U,LE3,T,2,2,father,1,2,0,0,0,1,1,0,1,1,1,4,4,2,4,4,14,13,13,0,5.0
GP,F,16,U,GT3,T,2,1,mother,1,1,0,0,0,0,0,1,1,1,1,4,5,2,5,20,13,12,12,0,1.0
GP,F,17,R,GT3,T,2,1,mother,3,2,0,0,0,0,1,1,1,0,0,2,1,1,3,2,13,11,11,0,1.0
GP,M,18,U,GT3,T,2,2,father,1,2,1,0,0,0,0,1,0,1,0,5,5,4,2,0,7,7,0,0,3.5714285714285716
GP,M,17,U,LE3,T,4,3,mother,2,2,0,0,0,0,1,1,1,1,1,2,5,5,5,14,12,12,12,0,1.8571428571428572
GP,M,17,R,LE3,A,4,4,mother,2,2,0,0,1,1,0,1,1,1,0,3,3,3,4,2,10,11,12,1,2.2857142857142856
GP,M,16,U,LE3,T,4,3,mother,1,1,0,0,0,0,1,0,1,1,0,5,4,5,3,0,6,0,0,1,1.0
GP,M,16,U,GT3,T,4,4,mother,1,1,0,0,0,0,1,1,1,1,0,5,3,2,5,0,13,12,12,0,1.2857142857142858
GP,F,18,U,GT3,T,2,1,other,2,3,0,0,1,1,0,0,1,1,1,4,4,4,3,0,7,0,0,0,1.0
GP,M,16,U,GT3,T,2,1,mother,3,1,0,0,0,0,0,1,1,1,0,4,3,3,4,6,18,18,18,0,1.0
GP,M,17,U,GT3,T,2,3,father,2,1,0,0,0,0,0,1,1,1,0,5,2,2,2,4,12,12,13,0,1.0
GP,M,22,U,GT3,T,3,1,mother,1,1,3,0,0,0,0,0,0,1,1,5,4,5,1,16,6,8,8,0,5.0
GP,M,18,R,LE3,T,3,3,mother,1,2,1,0,1,0,0,1,1,1,1,4,3,3,5,8,3,5,5,0,1.5714285714285714
GP,M,16,U,GT3,T,0,2,mother,1,1,0,0,0,1,0,0,1,1,0,4,3,2,5,0,13,15,15,0,2.5714285714285716
GP,M,18,U,GT3,T,3,2,mother,2,1,1,0,0,0,0,1,0,1,0,4,4,5,5,0,6,8,8,0,2.5714285714285716
GP,M,16,U,GT3,T,3,3,other,3,2,0,1,1,0,0,0,1,1,0,5,3,3,2,6,7,10,10,0,1.5714285714285714
GP,M,18,U,GT3,T,2,1,mother,1,1,1,0,0,0,0,0,0,1,0,3,2,5,5,4,6,9,8,0,2.857142857142857
GP,M,16,R,GT3,T,2,1,mother,2,1,0,0,0,0,1,0,1,0,0,3,3,2,3,0,8,9,8,0,1.5714285714285714
GP,M,17,R,GT3,T,2,1,mother,1,1,0,0,0,0,0,0,1,1,0,4,4,2,5,0,8,12,12,0,2.5714285714285716
GP,M,17,U,LE3,T,1,1,mother,2,1,1,0,1,0,1,1,1,1,0,4,4,4,5,2,7,9,8,0,1.2857142857142858
GP,F,17,U,LE3,T,4,2,mother,1,4,0,0,1,1,1,1,1,1,0,4,2,3,4,6,14,12,13,1,1.0
GP,M,19,U,LE3,A,4,3,mother,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,12,11,11,11,0,1.0
GP,M,18,U,GT3,T,2,1,mother,1,2,0,0,0,0,1,1,1,1,0,5,2,4,4,8,15,14,14,0,1.2857142857142858
GP,F,17,U,LE3,T,2,2,father,1,4,0,0,0,1,1,1,1,1,1,3,4,1,2,0,10,9,0,0,1.0
GP,F,18,U,GT3,T,4,3,father,1,2,0,0,1,1,0,1,1,1,1,3,1,2,2,21,17,18,18,0,1.5714285714285714
GP,M,18,U,GT3,T,4,3,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,3,2,8,8,8,1,1.0
GP,M,18,R,GT3,T,3,2,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,3,1,13,12,12,0,1.0
GP,F,17,U,GT3,T,3,3,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,4,4,10,9,9,0,1.0
GP,F,18,U,GT3,T,2,2,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,3,3,0,9,10,0,0,1.0
GP,M,18,R,LE3,A,3,4,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,1,13,17,17,17,0,3.2857142857142856
GP,M,17,U,GT3,T,3,1,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,5,2,9,9,10,0,3.2857142857142856
GP,F,18,R,GT3,T,4,4,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,4,8,12,10,11,1,2.0
GP,M,18,U,GT3,T,4,2,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,5,10,10,9,10,0,1.5714285714285714
GP,F,18,R,GT3,T,2,1,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,3,0,6,0,0,0,1.2857142857142858
GP,F,19,U,GT3,T,3,3,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,5,15,9,9,9,0,3.0
GP,F,18,U,GT3,T,2,3,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,2,4,15,14,14,0,1.5714285714285714
GP,F,18,U,LE3,T,1,1,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,3,2,11,11,11,0,1.0
GP,M,17,R,GT3,T,1,2,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,1,2,15,14,14,0,2.0
GP,F,17,U,GT3,T,2,4,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,2,10,10,10,0,1.0
GP,F,17,U,LE3,T,2,2,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,5,6,12,12,12,0,2.2857142857142856
GP,M,18,U,GT3,T,4,4,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,3,22,9,9,9,1,1.8571428571428572
GP,F,18,U,GT3,T,4,4,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,4,15,9,8,8,0,1.0
GP,M,18,U,LE3,T,4,3,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,8,10,11,10,1,1.2857142857142858
GP,M,17,U,LE3,A,4,1,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,5,30,8,8,8,0,2.5714285714285716
GP,M,17,U,LE3,A,3,2,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,19,11,9,10,1,3.2857142857142856
GP,F,18,R,LE3,T,1,1,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,3,1,12,12,12,0,1.0
GP,F,18,U,GT3,T,1,1,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,4,4,8,9,10,0,1.0
GP,F,17,U,GT3,T,2,2,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,5,4,10,9,11,0,1.2857142857142858
GP,M,17,U,GT3,T,1,1,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,4,2,12,10,11,0,1.2857142857142858
GP,F,18,U,GT3,T,2,2,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,2,5,18,18,19,0,1.2857142857142858
GP,F,17,U,GT3,T,1,1,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,3,6,13,12,12,1,1.0
GP,M,18,U,GT3,T,2,1,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,2,6,15,14,14,0,1.5714285714285714
GP,M,18,U,LE3,A,4,4,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,2,9,15,13,15,1,1.0
GP,M,18,U,GT3,T,4,2,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,5,11,12,11,11,1,1.8571428571428572
GP,F,17,U,GT3,T,4,3,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,3,0,15,15,15,0,1.2857142857142858
GP,F,18,U,LE3,T,2,1,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,5,12,12,12,13,0,1.0
GP,F,17,R,LE3,T,3,1,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,3,6,18,18,18,0,1.0
GP,M,18,R,LE3,T,3,2,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,4,8,14,13,14,0,1.0
GP,M,17,U,GT3,T,3,3,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,5,4,14,12,11,0,1.5714285714285714
GP,F,19,U,GT3,T,4,4,other,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,0,10,9,0,0,2.2857142857142856
GP,F,18,U,LE3,T,4,3,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,2,10,10,8,8,0,1.2857142857142858
GP,F,18,U,GT3,T,4,3,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,3,0,14,13,14,0,1.0
GP,M,18,U,LE3,T,4,4,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,1,5,16,15,16,1,2.0
GP,F,18,U,LE3,A,4,4,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,4,14,12,10,11,0,1.0
GP,M,17,U,LE3,T,4,4,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,5,0,11,11,10,1,2.0
GP,F,17,U,GT3,T,4,2,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,3,0,15,12,14,0,1.0
GP,F,17,U,GT3,T,3,2,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,5,0,17,17,18,0,1.2857142857142858
GP,M,19,U,GT3,T,3,3,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,3,20,15,14,13,0,1.0
GP,F,18,U,GT3,T,2,4,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,3,8,14,12,12,0,1.0
GP,M,20,U,GT3,A,3,2,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,5,0,17,18,18,0,1.0
GP,M,19,R,GT3,T,3,3,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,5,0,15,12,12,0,1.2857142857142858
GP,F,19,U,LE3,T,1,1,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,3,18,12,10,10,0,1.5714285714285714
GP,F,19,U,LE3,T,1,2,other,1,2,1,0,0,0,1,0,1,0,1,4,2,4,3,0,9,9,0,0,2.0
GP,F,19,U,GT3,T,2,1,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,2,20,14,12,13,0,1.0
GP,M,19,U,GT3,T,1,2,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,4,3,13,11,11,0,2.0
GP,F,19,U,LE3,T,3,2,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,22,13,10,11,0,1.2857142857142858
GP,F,19,U,GT3,T,1,1,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,3,14,15,13,13,0,1.0
GP,F,18,U,GT3,T,2,1,mother,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,0,8,8,0,0,1.2857142857142858
GP,F,18,U,GT3,T,4,3,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,5,9,9,10,9,0,1.0
GP,F,17,R,GT3,T,3,4,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,5,0,11,11,10,0,2.857142857142857
GP,F,18,U,GT3,T,4,4,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,5,2,11,11,11,1,3.0
GP,F,17,U,GT3,A,4,3,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,5,23,13,13,13,0,1.2857142857142858
GP,F,17,U,GT3,T,2,2,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,3,12,11,9,9,0,1.0
GP,F,17,R,LE3,T,2,2,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,3,3,11,11,11,0,2.0
GP,F,17,U,GT3,T,3,1,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,5,1,12,14,15,0,2.2857142857142856
GP,F,17,U,LE3,T,0,2,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,0,16,15,15,0,2.2857142857142856
GP,M,18,U,GT3,T,4,4,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,3,3,9,12,11,0,2.0
GP,M,17,U,GT3,T,3,3,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,5,3,14,15,16,0,3.5714285714285716
GP,M,17,R,GT3,T,2,2,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,4,8,11,10,10,0,5.0
GP,F,17,U,GT3,T,4,4,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,4,7,10,9,9,1,1.5714285714285714
GP,F,17,U,GT3,T,4,4,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,4,4,14,14,14,1,1.2857142857142858
GP,M,18,U,LE3,T,2,2,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,5,2,9,8,8,0,2.5714285714285716
GP,F,17,R,GT3,T,2,4,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,5,7,12,14,14,0,1.0
GP,F,18,U,GT3,T,3,3,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,4,0,7,0,0,0,1.0
GP,F,18,U,LE3,T,2,2,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,2,0,8,8,0,0,1.0
GP,F,18,R,GT3,T,2,2,mother,2,4,0,0,0,0,1,1,1,0,0,4,4,4,4,0,10,9,0,0,1.0
GP,F,17,U,GT3,T,3,4,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,5,16,16,15,15,0,1.5714285714285714
GP,F,19,R,GT3,A,3,1,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,5,12,14,13,13,0,1.2857142857142858
GP,F,17,U,GT3,T,3,2,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,0,7,8,0,0,2.2857142857142856
GP,F,18,U,LE3,T,3,3,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,7,16,15,17,0,1.0
GP,F,17,R,GT3,A,3,2,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,4,9,10,10,0,2.2857142857142856
GP,F,19,U,GT3,T,2,1,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,3,4,11,12,11,0,1.5714285714285714
GP,M,18,U,GT3,T,4,4,father,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,0,10,10,0,1,2.0
GP,M,18,U,LE3,T,3,4,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,5,11,16,15,15,0,1.5714285714285714
GP,F,17,U,GT3,A,2,2,father,1,2,1,0,1,0,0,1,1,1,1,3,3,1,4,0,9,8,0,0,1.2857142857142858
GP,F,18,U,GT3,T,2,3,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,3,4,11,10,10,0,1.2857142857142858
GP,F,18,U,GT3,T,3,2,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,1,7,13,13,14,0,2.2857142857142856
GP,M,18,R,GT3,T,4,3,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,4,9,16,15,16,1,1.2857142857142858
GP,M,18,U,GT3,T,4,3,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,5,0,10,10,9,1,2.2857142857142856
GP,F,17,U,GT3,T,4,3,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,4,0,13,15,15,0,1.5714285714285714
MS,M,18,R,GT3,T,3,2,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,10,11,13,13,0,5.0
MS,M,19,R,GT3,T,1,1,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,2,8,8,7,8,0,3.0
MS,M,17,U,GT3,T,3,3,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,3,2,13,13,13,0,2.2857142857142856
MS,M,18,U,LE3,T,1,3,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,3,7,8,7,8,0,2.2857142857142856
MS,M,19,R,GT3,T,1,1,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,5,4,8,8,8,0,3.0
MS,M,17,R,GT3,T,4,3,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,2,4,13,11,11,0,1.5714285714285714
MS,F,18,U,GT3,T,3,3,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,5,0,10,9,9,0,1.0
MS,F,17,R,GT3,T,4,4,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,5,4,12,13,13,1,1.2857142857142858
MS,F,17,U,LE3,A,3,2,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,5,2,12,12,11,0,1.2857142857142858
MS,M,18,U,LE3,T,1,1,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,3,4,10,10,10,0,1.2857142857142858
MS,F,18,U,LE3,T,1,1,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,4,0,18,16,16,0,1.0
MS,F,18,R,LE3,A,1,4,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,5,0,13,13,13,0,1.8571428571428572
MS,M,18,R,LE3,T,1,1,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,5,2,13,12,12,0,2.2857142857142856
MS,F,18,U,GT3,T,3,3,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,3,0,11,11,10,0,1.5714285714285714
MS,F,17,U,LE3,T,4,4,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,0,16,15,15,0,1.0
MS,F,17,R,GT3,T,1,2,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,3,0,12,11,12,0,1.2857142857142858
MS,M,18,R,GT3,T,1,3,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,3,4,10,10,10,0,2.5714285714285716
MS,M,18,U,LE3,T,4,4,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,5,0,13,13,13,1,2.0
MS,F,17,R,GT3,T,1,1,mother,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,0,7,6,0,0,1.2857142857142858
MS,F,18,U,GT3,T,2,3,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,4,0,11,10,10,0,1.2857142857142858
MS,F,18,R,GT3,T,4,4,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,5,10,14,12,11,1,3.4285714285714284
MS,F,19,U,LE3,T,3,2,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,3,4,7,7,9,0,1.0
MS,M,18,R,LE3,T,1,2,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,3,3,14,12,12,0,2.2857142857142856
MS,F,17,U,GT3,T,2,2,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,3,8,13,11,11,0,1.0
MS,F,17,R,GT3,T,1,2,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,14,6,5,5,0,1.5714285714285714
MS,F,18,R,LE3,T,4,4,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,0,19,18,19,0,1.0
MS,F,18,R,GT3,T,1,1,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,4,2,8,8,10,0,1.2857142857142858
MS,F,20,U,GT3,T,4,2,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,3,4,15,14,15,0,1.0
MS,F,18,R,LE3,T,4,4,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,2,4,8,9,10,1,3.2857142857142856
MS,F,18,U,GT3,T,3,3,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,0,15,15,15,0,1.2857142857142858
MS,F,17,R,GT3,T,3,1,mother,1,2,0,0,1,1,1,0,1,1,0,4,5,4,1,17,10,10,10,0,2.2857142857142856
MS,M,18,U,GT3,T,4,4,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,2,4,15,14,14,1,1.8571428571428572
MS,M,18,R,GT3,T,2,1,mother,2,1,0,0,0,0,1,0,1,1,1,4,4,3,5,5,7,6,7,0,1.5714285714285714
MS,M,17,U,GT3,T,2,3,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,3,2,11,11,10,0,1.0
MS,M,19,R,GT3,T,1,1,mother,2,1,1,0,0,0,0,1,1,0,0,4,3,2,5,0,6,5,0,0,1.5714285714285714
MS,M,18,R,GT3,T,4,2,father,2,1,1,0,0,1,0,1,1,0,0,5,4,3,3,14,6,5,5,0,3.7142857142857144
MS,F,18,R,GT3,T,2,2,mother,2,3,0,0,0,1,0,1,1,0,0,5,3,3,4,2,10,9,10,0,1.5714285714285714
MS,F,18,R,GT3,T,4,4,mother,3,1,0,0,1,1,1,1,1,1,1,4,4,3,5,7,6,5,6,1,2.0
MS,F,19,R,GT3,T,2,3,mother,1,3,1,0,0,0,1,0,1,1,0,5,4,2,5,0,7,5,0,0,1.2857142857142858
MS,F,18,U,LE3,T,3,1,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,0,7,9,8,1,1.0
MS,F,18,U,GT3,T,1,1,mother,2,2,1,0,0,0,1,1,1,0,0,1,1,1,5,0,6,5,0,0,1.0
MS,M,20,U,LE3,A,2,2,other,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,11,9,9,9,0,4.285714285714286
MS,M,17,U,LE3,T,3,1,mother,2,1,0,0,0,0,0,0,1,1,0,2,4,5,2,3,14,16,16,0,3.2857142857142856
MS,M,21,R,GT3,T,1,1,other,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,10,8,7,0,3.0
MS,M,18,R,LE3,T,3,2,mother,3,1,0,0,0,0,0,0,1,1,0,4,4,1,5,0,11,12,10,0,3.2857142857142856
MS,M,19,U,LE3,T,1,1,father,1,1,0,0,0,0,0,1,1,1,0,3,2,3,5,5,8,9,9,0,3.0
